
Symbol table '.dynsym' contains 2245 entries:
   Num:    Value          Size Type    Bind   Vis      Ndx Name
   557: 0000000000035760    33 FUNC    WEAK   DEFAULT   13 kill@@GLIBC_2.2.5
   558: 0000000000047aa0   157 FUNC    WEAK   DEFAULT   13 getcontext@@GLIBC_2.2.5
   559: 00000000000baca0   289 FUNC    GLOBAL DEFAULT   13 __isoc99_vfwscanf@@GLIBC_2.7
   560: 000000000008da80    34 IFUNC   GLOBAL DEFAULT   13 strspn@@GLIBC_2.2.5
   561: 0000000000114d10    38 FUNC    GLOBAL DEFAULT   13 pthread_condattr_init@@GLIBC_2.2.5
   562: 000000000003a6a0     9 FUNC    WEAK   DEFAULT   13 imaxdiv@@GLIBC_2.2.5
   563: 00000000003c53d8     8 OBJECT  WEAK   DEFAULT   33 program_invocation_name@@GLIBC_2.2.5
   564: 00000000000fba00    68 FUNC    WEAK   DEFAULT   13 posix_fallocate64@@GLIBC_2.2.5
   565: 000000000012e1f0   131 FUNC    GLOBAL DEFAULT   13 svcraw_create@@GLIBC_2.2.5
   566: 0000000000107ee0    33 FUNC    GLOBAL DEFAULT   13 fanotify_init@@GLIBC_2.13
   567: 00000000000ea820    33 FUNC    GLOBAL DEFAULT   13 __sched_get_priority_max@@GLIBC_2.2.5
   568: 00000000001030d0    83 FUNC    GLOBAL DEFAULT   13 __tfind@@GLIBC_PRIVATE
   569: 0000000000096ca0    74 FUNC    WEAK   DEFAULT   13 argz_extract@@GLIBC_2.2.5
   570: 000000000002e400   536 FUNC    WEAK   DEFAULT   13 bind_textdomain_codeset@@GLIBC_2.2.5
   571: 000000000006d8e0   483 FUNC    GLOBAL DEFAULT   13 fgetpos@@GLIBC_2.2.5
   572: 000000000008b470    65 FUNC    WEAK   DEFAULT   13 strdup@@GLIBC_2.2.5
   573: 000000000006d8e0   483 FUNC    GLOBAL DEFAULT   13 _IO_fgetpos64@@GLIBC_2.2.5
   574: 000000000013c4f0    37 FUNC    GLOBAL DEFAULT   13 svc_exit@@GLIBC_2.2.5
   575: 00000000000f7a00    90 FUNC    WEAK   DEFAULT   13 creat64@@GLIBC_2.2.5
   576: 0000000000077f50    37 FUNC    WEAK   DEFAULT   13 getc_unlocked@@GLIBC_2.2.5
   577: 00000000001261c0   954 FUNC    WEAK   DEFAULT   13 inet_pton@@GLIBC_2.2.5
   578: 00000000000c3030    16 FUNC    GLOBAL DEFAULT   13 strftime@@GLIBC_2.2.5
   579: 0000000000077430     8 FUNC    GLOBAL DEFAULT   13 __flbf@@GLIBC_2.2.5
   580: 00000000000f77a0   268 FUNC    WEAK   DEFAULT   13 lockf64@@GLIBC_2.2.5
   581: 0000000000071c10    49 FUNC    GLOBAL DEFAULT   13 _IO_switch_to_main_wget_a@@GLIBC_2.2.5
   582: 000000000013a2f0   439 FUNC    GLOBAL DEFAULT   13 xencrypt@@GLIBC_2.2.5
   583: 00000000001406a0    36 FUNC    GLOBAL DEFAULT   13 putpmsg@@GLIBC_2.2.5
   584: 0000000000045390    45 FUNC    GLOBAL DEFAULT   13 __libc_system@@GLIBC_PRIVATE
   585: 000000000013bbe0    97 FUNC    GLOBAL DEFAULT   13 xdr_uint16_t@@GLIBC_2.2.5
   586: 00000000003c53c0    16 OBJECT  WEAK   DEFAULT   33 tzname@@GLIBC_2.2.5
   587: 0000000000085270   490 FUNC    GLOBAL DEFAULT   13 __libc_mallopt@@GLIBC_2.2.5
   588: 00000000000361c0    38 FUNC    WEAK   DEFAULT   13 sysv_signal@@GLIBC_2.2.5
   589: 0000000000114bc0    38 FUNC    GLOBAL DEFAULT   13 pthread_attr_getschedpara@@GLIBC_2.2.5
   590: 000000000003b8d0    10 FUNC    WEAK   DEFAULT   13 strtoll_l@@GLIBC_2.3.3
   591: 00000000000f6a70     5 FUNC    GLOBAL DEFAULT   13 __sched_cpufree@@GLIBC_2.7
   592: 00000000000f7940    33 FUNC    GLOBAL DEFAULT   13 __dup2@@GLIBC_2.2.5
   593: 0000000000114ef0    38 FUNC    GLOBAL DEFAULT   13 pthread_mutex_destroy@@GLIBC_2.2.5
   594: 0000000000070470   310 FUNC    WEAK   DEFAULT   13 fgetwc@@GLIBC_2.2.5
   595: 00000000000f6eb0    33 FUNC    WEAK   DEFAULT   13 chmod@@GLIBC_2.2.5
   596: 00000000000fcad0    93 FUNC    GLOBAL DEFAULT   13 vlimit@@GLIBC_2.2.5
   597: 00000000000fce40   150 FUNC    WEAK   DEFAULT   13 sbrk@@GLIBC_2.2.5
   598: 000000000002dc40    66 FUNC    GLOBAL DEFAULT   13 __assert_fail@@GLIBC_2.2.5
   599: 0000000000132aa0   713 FUNC    GLOBAL DEFAULT   13 clntunix_create@@GLIBC_2.2.5
   600: 000000000010a3d0   144 FUNC    WEAK   DEFAULT   13 iswalnum@@GLIBC_2.2.5
   601: 000000000002df20     6 FUNC    WEAK   DEFAULT   13 __toascii_l@@GLIBC_2.2.5
   602: 000000000002df50    18 FUNC    GLOBAL DEFAULT   13 __isalnum_l@@GLIBC_2.2.5
   603: 0000000000055800   161 FUNC    GLOBAL DEFAULT   13 printf@@GLIBC_2.2.5
   604: 00000000000fe630   880 FUNC    GLOBAL DEFAULT   13 __getmntent_r@@GLIBC_2.2.5
   605: 000000000011d100    55 FUNC    GLOBAL DEFAULT   13 ether_ntoa_r@@GLIBC_2.2.5
   606: 00000000000347d0    26 FUNC    WEAK   DEFAULT   13 finite@@GLIBC_2.2.5
   607: 00000000001080e0    90 FUNC    WEAK   DEFAULT   13 __connect@@GLIBC_2.2.5
   608: 000000000003a4b0    18 FUNC    GLOBAL DEFAULT   13 quick_exit@@GLIBC_2.10
   609: 000000000011af80   426 FUNC    GLOBAL DEFAULT   13 getnetbyname@@GLIBC_2.2.5
   610: 00000000000fdc30    11 FUNC    GLOBAL DEFAULT   13 mkstemp@@GLIBC_2.2.5
   611: 00000000000f7770    33 FUNC    WEAK   DEFAULT   13 flock@@GLIBC_2.2.5
   612: 00000000000f6e10    71 FUNC    WEAK   DEFAULT   13 statvfs@@GLIBC_2.2.5
   613: 00000000001054a0   463 FUNC    WEAK   DEFAULT   13 error_at_line@@GLIBC_2.2.5
   614: 0000000000076590   277 FUNC    GLOBAL DEFAULT   13 rewind@@GLIBC_2.2.5
   615: 0000000000097970  4101 FUNC    WEAK   DEFAULT   13 strcoll_l@@GLIBC_2.3
   616: 000000000003a660    17 FUNC    GLOBAL DEFAULT   13 llabs@@GLIBC_2.2.5
   617: 00000000003c8dc0    24 OBJECT  GLOBAL DEFAULT   34 _null_auth@@GLIBC_2.2.5
   618: 00000000000bb920    13 FUNC    WEAK   DEFAULT   13 localtime_r@@GLIBC_2.2.5
   619: 00000000000abcb0    61 FUNC    GLOBAL DEFAULT   13 wcscspn@@GLIBC_2.2.5
   620: 00000000000fcb30   407 FUNC    GLOBAL DEFAULT   13 vtimes@@GLIBC_2.2.5
   621: 000000000008f970    53 IFUNC   GLOBAL DEFAULT   13 __stpncpy@@GLIBC_2.2.5
   622: 0000000000039ef0    27 FUNC    WEAK   DEFAULT   13 __libc_secure_getenv@@GLIBC_PRIVATE
   623: 00000000000347f0    21 FUNC    WEAK   DEFAULT   13 copysign@@GLIBC_2.2.5
   624: 0000000000123d50   209 FUNC    GLOBAL DEFAULT   13 inet6_opt_finish@@GLIBC_2.5
   625: 00000000000cc2e0    90 FUNC    GLOBAL DEFAULT   13 __nanosleep@@GLIBC_2.2.6
   626: 0000000000035240    10 FUNC    GLOBAL DEFAULT   13 setjmp@@GLIBC_2.2.5
   627: 0000000000034be0   129 FUNC    WEAK   DEFAULT   13 modff@@GLIBC_2.2.5
   628: 000000000010a6b0   145 FUNC    WEAK   DEFAULT   13 iswlower@@GLIBC_2.2.5
   629: 00000000000fb6e0    90 FUNC    WEAK   DEFAULT   13 __poll@@GLIBC_2.2.5
   630: 000000000002de00    26 FUNC    GLOBAL DEFAULT   13 isspace@@GLIBC_2.2.5
   631: 000000000003bd80    18 FUNC    GLOBAL DEFAULT   13 strtod@@GLIBC_2.2.5
   632: 000000000006ac90    75 FUNC    GLOBAL DEFAULT   13 tmpnam_r@@GLIBC_2.2.5
   633: 0000000000118670    25 FUNC    GLOBAL DEFAULT   13 __confstr_chk@@GLIBC_2.4
   634: 00000000000fc220   165 FUNC    GLOBAL DEFAULT   13 fallocate@@GLIBC_2.10
   635: 000000000010b420   145 FUNC    GLOBAL DEFAULT   13 __wctype_l@@GLIBC_2.2.5
   636: 0000000000142ef0     5 FUNC    GLOBAL DEFAULT   13 setutxent@@GLIBC_2.2.5
   637: 0000000000070770   433 FUNC    GLOBAL DEFAULT   13 fgetws@@GLIBC_2.2.5
   638: 00000000000ae010    10 FUNC    WEAK   DEFAULT   13 __wcstoll_l@@GLIBC_2.2.5
   639: 000000000002df70    19 FUNC    GLOBAL DEFAULT   13 __isalpha_l@@GLIBC_2.2.5
   640: 000000000003bd50    18 FUNC    GLOBAL DEFAULT   13 strtof@@GLIBC_2.2.5
   641: 000000000010af80   116 FUNC    WEAK   DEFAULT   13 iswdigit_l@@GLIBC_2.3
   642: 0000000000117ad0   286 FUNC    GLOBAL DEFAULT   13 __wcsncat_chk@@GLIBC_2.4
   643: 00000000000bb910    14 FUNC    GLOBAL DEFAULT   13 gmtime@@GLIBC_2.2.5
   644: 000000000002d8b0    95 FUNC    GLOBAL DEFAULT   13 __uselocale@@GLIBC_2.3
   645: 000000000002cb60    21 FUNC    WEAK   DEFAULT   13 __ctype_get_mb_cur_max@@GLIBC_2.2.5
   646: 000000000008f820    15 FUNC    GLOBAL DEFAULT   13 ffs@@GLIBC_2.2.5
   647: 000000000010b000   122 FUNC    GLOBAL DEFAULT   13 __iswlower_l@@GLIBC_2.2.5
   648: 000000000012d730    59 FUNC    GLOBAL DEFAULT   13 xdr_opaque_auth@@GLIBC_2.2.5
   649: 0000000000034f40   266 FUNC    WEAK   DEFAULT   13 modfl@@GLIBC_2.2.5
   650: 0000000000097560   486 FUNC    GLOBAL DEFAULT   13 envz_add@@GLIBC_2.2.5
   651: 000000000010d550   703 FUNC    GLOBAL DEFAULT   13 putsgent@@GLIBC_2.10
   652: 000000000008e660   241 FUNC    GLOBAL DEFAULT   13 strtok@@GLIBC_2.2.5
   653: 0000000000142950    41 FUNC    WEAK   DEFAULT   13 getpt@@GLIBC_2.2.5
   654: 00000000000cb2f0   197 FUNC    GLOBAL DEFAULT   13 endpwent@@GLIBC_2.2.5
   655: 000000000006dd70    10 FUNC    GLOBAL DEFAULT   13 _IO_fopen@@GLIBC_2.2.5
   656: 000000000003b3c0    18 FUNC    WEAK   DEFAULT   13 strtol@@GLIBC_2.2.5
   657: 0000000000036b90   143 FUNC    WEAK   DEFAULT   13 sigqueue@@GLIBC_2.2.5
   658: 00000000000fadf0   237 FUNC    GLOBAL DEFAULT   13 fts_close@@GLIBC_2.2.5
   659: 00000000000f8910    25 FUNC    WEAK   DEFAULT   13 isatty@@GLIBC_2.2.5
   660: 00000000000fe5a0    89 FUNC    WEAK   DEFAULT   13 setmntent@@GLIBC_2.2.5
   661: 000000000011fd70   282 FUNC    GLOBAL DEFAULT   13 endnetgrent@@GLIBC_2.2.5
   662: 00000000000f8320    33 FUNC    WEAK   DEFAULT   13 lchown@@GLIBC_2.2.5
   663: 0000000000101640   190 FUNC    WEAK   DEFAULT   13 mmap@@GLIBC_2.2.5
   664: 00000000000791a0    64 FUNC    GLOBAL DEFAULT   13 _IO_file_read@@GLIBC_2.2.5
   665: 00000000000cac50   180 FUNC    WEAK   DEFAULT   13 getpw@@GLIBC_2.2.5
   666: 0000000000123a60   330 FUNC    GLOBAL DEFAULT   13 setsourcefilter@@GLIBC_2.3.4
   667: 0000000000000000     0 OBJECT  GLOBAL DEFAULT  ABS GLIBC_PRIVATE
   668: 000000000010c9b0   569 FUNC    WEAK   DEFAULT   13 fgetspent_r@@GLIBC_2.2.5
   669: 00000000000ea7f0    33 FUNC    WEAK   DEFAULT   13 sched_yield@@GLIBC_2.2.5
   670: 00000000000d1670   203 FUNC    WEAK   DEFAULT   13 glob_pattern_p@@GLIBC_2.2.5
   671: 000000000003b3c0    18 FUNC    WEAK   DEFAULT   13 strtoq@@GLIBC_2.2.5
   672: 000000000009ed50    73 FUNC    GLOBAL DEFAULT   13 __strsep_1c@@GLIBC_2.2.5
   673: 00000000001157a0    54 FUNC    GLOBAL DEFAULT   13 __clock_getcpuclockid@@GLIBC_PRIVATE
   674: 00000000000b9e30    99 FUNC    WEAK   DEFAULT   13 wcsncasecmp@@GLIBC_2.2.5
   675: 00000000000bb8b0    33 FUNC    GLOBAL DEFAULT   13 ctime_r@@GLIBC_2.2.5
   676: 00000000000ca230   670 FUNC    GLOBAL DEFAULT   13 getgrnam_r@@GLIBC_2.2.5
   677: 0000000000039e40   169 FUNC    WEAK   DEFAULT   13 clearenv@@GLIBC_2.2.5
   678: 000000000013ba30   184 FUNC    GLOBAL DEFAULT   13 xdr_u_quad_t@@GLIBC_2.3.4
   679: 000000000010b420   145 FUNC    WEAK   DEFAULT   13 wctype_l@@GLIBC_2.3
   680: 00000000000f6e60    63 FUNC    WEAK   DEFAULT   13 fstatvfs@@GLIBC_2.2.5
   681: 00000000000359a0    79 FUNC    WEAK   DEFAULT   13 sigblock@@GLIBC_2.2.5
   682: 0000000000108a20    26 FUNC    GLOBAL DEFAULT   13 __libc_sa_len@@GLIBC_2.2.5
   683: 00000000003c9918     8 OBJECT  GLOBAL DEFAULT   34 __key_encryptsession_pk_L@@GLIBC_2.2.5
   684: 0000000000114cb0    38 FUNC    GLOBAL DEFAULT   13 pthread_attr_setscope@@GLIBC_2.2.5
   685: 000000000010b300   122 FUNC    WEAK   DEFAULT   13 iswxdigit_l@@GLIBC_2.3
   686: 00000000000758f0   229 FUNC    WEAK   DEFAULT   13 feof@@GLIBC_2.2.5
   687: 0000000000139ee0   624 FUNC    GLOBAL DEFAULT   13 svcudp_create@@GLIBC_2.2.5
   688: 0000000000096760   522 FUNC    WEAK   DEFAULT   13 strchrnul@@GLIBC_2.2.5
   689: 00000000000fdbe0    33 FUNC    WEAK   DEFAULT   13 swapoff@@GLIBC_2.2.5
   690: 00000000003c45d8     8 OBJECT  GLOBAL DEFAULT   33 __ctype_tolower@GLIBC_2.2.5
   691: 00000000000fff90  1514 FUNC    GLOBAL DEFAULT   13 syslog@@GLIBC_2.2.5
   692: 00000000000f5dd0     3 FUNC    GLOBAL DEFAULT   13 posix_spawnattr_destroy@@GLIBC_2.2.5
   693: 000000000003bd30    10 FUNC    GLOBAL DEFAULT   13 __strtoul_l@@GLIBC_2.2.5
   694: 00000000000f7310   282 FUNC    WEAK   DEFAULT   13 eaccess@@GLIBC_2.4
   695: 0000000000117870   133 FUNC    GLOBAL DEFAULT   13 __fread_unlocked_chk@@GLIBC_2.7
   696: 000000000006e310   390 FUNC    GLOBAL DEFAULT   13 fsetpos@@GLIBC_2.2.5
   697: 00000000000f5a30    96 FUNC    WEAK   DEFAULT   13 pread64@@GLIBC_2.2.5
   698: 0000000000123260   401 FUNC    GLOBAL DEFAULT   13 inet6_option_alloc@@GLIBC_2.3.3
   699: 00000000000bf6b0    71 FUNC    GLOBAL DEFAULT   13 dysize@@GLIBC_2.2.5
   700: 00000000000f8990    33 FUNC    WEAK   DEFAULT   13 symlink@@GLIBC_2.2.5
   701: 000000000010b5e0   188 FUNC    GLOBAL DEFAULT   13 getspent@@GLIBC_2.2.5
   702: 0000000000071f60    46 FUNC    GLOBAL DEFAULT   13 _IO_wdefault_uflow@@GLIBC_2.2.5
   703: 0000000000114b30    38 FUNC    GLOBAL DEFAULT   13 pthread_attr_setdetachsta@@GLIBC_2.2.5
   704: 0000000000105fa0    36 FUNC    GLOBAL DEFAULT   13 fgetxattr@@GLIBC_2.3
   705: 000000000003ace0   221 FUNC    WEAK   DEFAULT   13 srandom_r@@GLIBC_2.2.5
   706: 00000000000ff130    33 FUNC    GLOBAL DEFAULT   13 truncate@@GLIBC_2.2.5
   707: 000000000002ddc0    26 FUNC    GLOBAL DEFAULT   13 isprint@@GLIBC_2.2.5
   708: 0000000000084d10   853 FUNC    GLOBAL DEFAULT   13 __libc_calloc@@GLIBC_2.2.5
   709: 00000000000fb830    31 FUNC    GLOBAL DEFAULT   13 posix_fadvise@@GLIBC_2.2.5
   710: 00000000000943a0    77 FUNC    WEAK   DEFAULT   13 memccpy@@GLIBC_2.2.5
   711: 0000000000105e40   316 FUNC    GLOBAL DEFAULT   13 getloadavg@@GLIBC_2.2.5
   712: 00000000000cc870   420 FUNC    GLOBAL DEFAULT   13 execle@@GLIBC_2.2.5
   713: 00000000000c3040    16 FUNC    GLOBAL DEFAULT   13 wcsftime@@GLIBC_2.2.5
   714: 000000000010a370    92 FUNC    GLOBAL DEFAULT   13 __fentry__@@GLIBC_2.13
   715: 000000000013a950     6 FUNC    GLOBAL DEFAULT   13 xdr_void@@GLIBC_2.2.5
   716: 000000000003a6a0     9 FUNC    GLOBAL DEFAULT   13 ldiv@@GLIBC_2.2.5
   717: 00000000001294e0   277 FUNC    GLOBAL DEFAULT   13 __nss_configure_lookup@@GLIBC_2.2.5
   718: 00000000000fc350    84 FUNC    GLOBAL DEFAULT   13 cfsetispeed@@GLIBC_2.2.5
   719: 0000000000108200   186 FUNC    WEAK   DEFAULT   13 __recv@@GLIBC_PRIVATE
   720: 000000000011d0f0    12 FUNC    GLOBAL DEFAULT   13 ether_ntoa@@GLIBC_2.2.5
   721: 0000000000130560    96 FUNC    GLOBAL DEFAULT   13 xdr_key_netstarg@@GLIBC_2.2.5
   722: 0000000000107d30    96 FUNC    GLOBAL DEFAULT   13 tee@@GLIBC_2.5
   723: 0000000000076030   302 FUNC    WEAK   DEFAULT   13 fgetc@@GLIBC_2.2.5
   724: 0000000000052d00   273 FUNC    GLOBAL DEFAULT   13 parse_printf_format@@GLIBC_2.2.5
   725: 00000000000959c0   213 FUNC    GLOBAL DEFAULT   13 strfry@@GLIBC_2.2.5
   726: 0000000000070160   170 FUNC    GLOBAL DEFAULT   13 _IO_vsprintf@@GLIBC_2.2.5
   727: 00000000000fd840    50 FUNC    GLOBAL DEFAULT   13 reboot@@GLIBC_2.2.5
   728: 0000000000120bf0   548 FUNC    GLOBAL DEFAULT   13 getaliasbyname_r@@GLIBC_2.2.5
   729: 000000000003b0a0    31 FUNC    GLOBAL DEFAULT   13 jrand48@@GLIBC_2.2.5
   730: 00000000000ccbd0   400 FUNC    GLOBAL DEFAULT   13 execlp@@GLIBC_2.2.5
   731: 000000000011a3e0   948 FUNC    GLOBAL DEFAULT   13 gethostbyname_r@@GLIBC_2.2.5
   732: 00000000000bb160    22 FUNC    GLOBAL DEFAULT   13 c16rtomb@@GLIBC_2.16
   733: 0000000000095990    44 FUNC    GLOBAL DEFAULT   13 swab@@GLIBC_2.2.5
   734: 000000000006b480    65 FUNC    GLOBAL DEFAULT   13 _IO_funlockfile@@GLIBC_2.2.5
   735: 000000000006b3c0    92 FUNC    GLOBAL DEFAULT   13 _IO_flockfile@@GLIBC_2.2.5
   736: 000000000009eda0    82 FUNC    GLOBAL DEFAULT   13 __strsep_2c@@GLIBC_2.2.5
   737: 00000000000c87b0   150 FUNC    GLOBAL DEFAULT   13 seekdir@@GLIBC_2.2.5
   738: 00000000000fdc10    30 FUNC    GLOBAL DEFAULT   13 __mktemp@@GLIBC_PRIVATE
   739: 000000000002df30     9 FUNC    WEAK   DEFAULT   13 __isascii_l@@GLIBC_2.2.5
   740: 000000000002df40    15 FUNC    WEAK   DEFAULT   13 isblank_l@@GLIBC_2.3
   741: 00000000000c8890    19 FUNC    WEAK   DEFAULT   13 alphasort64@@GLIBC_2.2.5
   742: 0000000000137fa0   548 FUNC    GLOBAL DEFAULT   13 pmap_getport@@GLIBC_2.2.5
   743: 0000000000047be0   637 FUNC    WEAK   DEFAULT   13 makecontext@@GLIBC_2.2.5
   744: 00000000000fd7b0    90 FUNC    GLOBAL DEFAULT   13 fdatasync@@GLIBC_2.2.5
   745: 0000000000052be0   268 FUNC    WEAK   DEFAULT   13 register_printf_specifier@@GLIBC_2.10
   746: 00000000001312e0  1130 FUNC    GLOBAL DEFAULT   13 authdes_getucred@@GLIBC_2.2.5
   747: 00000000000ff130    33 FUNC    WEAK   DEFAULT   13 truncate64@@GLIBC_2.2.5
   748: 000000000002e030    18 FUNC    GLOBAL DEFAULT   13 __ispunct_l@@GLIBC_2.2.5
   749: 000000000010b080   122 FUNC    GLOBAL DEFAULT   13 __iswgraph_l@@GLIBC_2.2.5
   750: 0000000000047a70     7 FUNC    GLOBAL DEFAULT   13 strtoumax@@GLIBC_2.2.5
   751: 0000000000110f30   520 FUNC    WEAK   DEFAULT   13 argp_failure@@GLIBC_2.2.5
   752: 000000000008fa00    84 IFUNC   GLOBAL DEFAULT   13 __strcasecmp@@GLIBC_2.2.5
   753: 000000000006dad0   417 FUNC    WEAK   DEFAULT   13 fgets@@GLIBC_2.2.5
   754: 0000000000063450     7 FUNC    GLOBAL DEFAULT   13 __vfscanf@@GLIBC_2.2.5
   755: 00000000000f71f0    46 FUNC    GLOBAL DEFAULT   13 __openat64_2@@GLIBC_2.7
   756: 000000000010ac50    78 FUNC    GLOBAL DEFAULT   13 __iswctype@@GLIBC_2.2.5
   757: 00000000000f5f10    22 FUNC    GLOBAL DEFAULT   13 posix_spawnattr_setflags@@GLIBC_2.2.5
   758: 000000000011b390   235 FUNC    GLOBAL DEFAULT   13 getnetent_r@@GLIBC_2.2.5
   759: 00000000001158f0   150 FUNC    WEAK   DEFAULT   13 clock_nanosleep@@GLIBC_2.17
   760: 0000000000143e90    13 FUNC    GLOBAL DEFAULT   13 sched_setaffinity@GLIBC_2.3.3
   761: 00000000000ea920    82 FUNC    GLOBAL DEFAULT   13 sched_setaffinity@@GLIBC_2.3.4
   762: 0000000000076950    20 FUNC    WEAK   DEFAULT   13 vscanf@@GLIBC_2.2.5
   763: 00000000000caf40   378 FUNC    GLOBAL DEFAULT   13 getpwnam@@GLIBC_2.2.5
   764: 0000000000123020   566 FUNC    GLOBAL DEFAULT   13 inet6_option_append@@GLIBC_2.3.3
   765: 00000000000cd230     8 FUNC    WEAK   DEFAULT   13 getppid@@GLIBC_2.2.5
   766: 0000000000084d10   853 FUNC    WEAK   DEFAULT   13 calloc@@GLIBC_2.2.5
   767: 0000000000072f60   141 FUNC    GLOBAL DEFAULT   13 _IO_unsave_wmarkers@@GLIBC_2.2.5
   768: 0000000000193760    18 OBJECT  GLOBAL DEFAULT   16 _nl_default_dirname@@GLIBC_2.2.5
   769: 0000000000140630    20 FUNC    GLOBAL DEFAULT   13 getmsg@@GLIBC_2.2.5
   770: 0000000000143190   725 FUNC    GLOBAL DEFAULT   13 _dl_addr@@GLIBC_PRIVATE
   771: 0000000000101760    90 FUNC    WEAK   DEFAULT   13 msync@@GLIBC_2.2.5
   772: 000000000006b390    36 FUNC    GLOBAL DEFAULT   13 renameat@@GLIBC_2.4
   773: 000000000007bbf0    15 FUNC    GLOBAL DEFAULT   13 _IO_init@@GLIBC_2.2.5
   774: 0000000000034b40    10 FUNC    GLOBAL DEFAULT   13 __signbit@@GLIBC_2.2.5
   775: 00000000000fbad0    76 FUNC    GLOBAL DEFAULT   13 futimens@@GLIBC_2.6
   776: 00000000000bb660   233 FUNC    WEAK   DEFAULT   13 asctime_r@@GLIBC_2.2.5
   777: 000000000008b720   412 FUNC    GLOBAL DEFAULT   13 strlen@@GLIBC_2.2.5
   778: 000000000002d7f0   187 FUNC    WEAK   DEFAULT   13 freelocale@@GLIBC_2.3
   779: 0000000000117bf0    25 FUNC    GLOBAL DEFAULT   13 __wmemset_chk@@GLIBC_2.4
   780: 000000000003a960   169 FUNC    WEAK   DEFAULT   13 initstate@@GLIBC_2.2.5
   781: 00000000000aae20   388 FUNC    WEAK   DEFAULT   13 wcschr@@GLIBC_2.2.5
   782: 000000000002de40    26 FUNC    GLOBAL DEFAULT   13 isxdigit@@GLIBC_2.2.5
   783: 00000000000baee0   626 FUNC    GLOBAL DEFAULT   13 mbrtoc16@@GLIBC_2.16
   784: 0000000000070080   219 FUNC    WEAK   DEFAULT   13 ungetc@@GLIBC_2.2.5
   785: 0000000000079810    44 FUNC    GLOBAL DEFAULT   13 _IO_file_init@@GLIBC_2.2.5
   786: 0000000000071fd0   496 FUNC    GLOBAL DEFAULT   13 __wuflow@@GLIBC_2.2.5
   787: 00000000003c45e8     8 OBJECT  GLOBAL DEFAULT   33 __ctype_b@GLIBC_2.2.5
   788: 00000000000f77a0   268 FUNC    GLOBAL DEFAULT   13 lockf@@GLIBC_2.2.5
   789: 000000000011cf60   396 FUNC    GLOBAL DEFAULT   13 ether_line@@GLIBC_2.2.5
   790: 000000000012f570   123 FUNC    GLOBAL DEFAULT   13 xdr_authdes_cred@@GLIBC_2.2.5
   791: 0000000000115810   110 FUNC    GLOBAL DEFAULT   13 __clock_gettime@@GLIBC_PRIVATE
   792: 0000000000101f60    42 FUNC    GLOBAL DEFAULT   13 qecvt@@GLIBC_2.2.5
   793: 000000000010ac50    78 FUNC    WEAK   DEFAULT   13 iswctype@@GLIBC_2.2.5
   794: 00000000000acd80    27 FUNC    GLOBAL DEFAULT   13 __mbrlen@@GLIBC_2.2.5
   795: 000000000006ab70   137 FUNC    GLOBAL DEFAULT   13 tmpfile@@GLIBC_2.2.5
   796: 000000000011fb20   118 FUNC    GLOBAL DEFAULT   13 __internal_setnetgrent@@GLIBC_PRIVATE
   797: 000000000013bc50    97 FUNC    GLOBAL DEFAULT   13 xdr_int8_t@@GLIBC_2.2.5
   798: 00000000000972f0   190 FUNC    GLOBAL DEFAULT   13 envz_entry@@GLIBC_2.2.5
   799: 0000000000107be0    33 FUNC    GLOBAL DEFAULT   13 pivot_root@@GLIBC_2.2.5
   800: 0000000000109c00  1780 FUNC    WEAK   DEFAULT   13 sprofil@@GLIBC_2.2.5
   801: 000000000010b3d0    74 FUNC    GLOBAL DEFAULT   13 __towupper_l@@GLIBC_2.2.5
   802: 000000000011eb80  1358 FUNC    GLOBAL DEFAULT   13 rexec_af@@GLIBC_2.2.5
   803: 00000000003c5620   224 OBJECT  GLOBAL DEFAULT   33 _IO_2_1_stdout_@@GLIBC_2.2.5
   804: 00000000001384a0   181 FUNC    GLOBAL DEFAULT   13 xprt_unregister@@GLIBC_2.2.5
   805: 000000000002cb80  2755 FUNC    WEAK   DEFAULT   13 newlocale@@GLIBC_2.3
   806: 000000000012b990   129 FUNC    GLOBAL DEFAULT   13 xdr_authunix_parms@@GLIBC_2.2.5
   807: 0000000000102d70   851 FUNC    WEAK   DEFAULT   13 tsearch@@GLIBC_2.2.5
   808: 0000000000120a70   378 FUNC    GLOBAL DEFAULT   13 getaliasbyname@@GLIBC_2.2.5
   809: 00000000001388e0    80 FUNC    GLOBAL DEFAULT   13 svcerr_progvers@@GLIBC_2.2.5
   810: 000000000002e050    19 FUNC    WEAK   DEFAULT   13 isspace_l@@GLIBC_2.3
   811: 0000000000123f70    42 FUNC    GLOBAL DEFAULT   13 inet6_opt_get_val@@GLIBC_2.5
   812: 0000000000096cf0   262 FUNC    WEAK   DEFAULT   13 argz_insert@@GLIBC_2.2.5
   813: 00000000000353f0   114 FUNC    WEAK   DEFAULT   13 gsignal@@GLIBC_2.2.5
   814: 000000000011a010   966 FUNC    GLOBAL DEFAULT   13 gethostbyname2_r@@GLIBC_2.2.5
   815: 000000000003a280    79 FUNC    GLOBAL DEFAULT   13 __cxa_atexit@@GLIBC_2.2.5
   816: 00000000000f5b30    41 FUNC    GLOBAL DEFAULT   13 posix_spawn_file_actions_@@GLIBC_2.2.5
   817: 0000000000077400     8 FUNC    GLOBAL DEFAULT   13 __fwriting@@GLIBC_2.2.5
